覆核狀態,SI代碼,SI名稱,開始受理贖回日,固定配息率,固定配息期間,浮動配息率,幣轉,連結標的,CNR分配率,銀行收益率,計績檔次,股債類型,保本率,最低申購金額,申購單位金額
已覆核,WMSDJS2229,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2230,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2231,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2232,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2233,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2234,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2235,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2236,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2237,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2238,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2239,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2240,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2241,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2242,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2243,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2244,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2245,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2246,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2247,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2248,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2249,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2250,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2251,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2252,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2253,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2254,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2255,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2256,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2257,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2258,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2259,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2260,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2261,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2262,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2263,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2264,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2265,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2266,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2267,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2268,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2269,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2270,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2271,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2272,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2273,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2274,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2275,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2276,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2277,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2278,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2279,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2280,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2281,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2282,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2283,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2284,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2285,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2286,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2287,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2288,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2289,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2290,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2291,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2292,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2293,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2294,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2295,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2296,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2297,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2298,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2299,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2300,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2301,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2302,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2303,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2304,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2305,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2306,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2307,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2308,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2309,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2310,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2311,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2312,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2313,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2314,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2315,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2316,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2317,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2318,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2319,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2320,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2321,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2322,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2323,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2324,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2325,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2326,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2327,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2328,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2329,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2330,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2331,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2332,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2333,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2334,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2335,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2336,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2337,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2338,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2339,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2340,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2341,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2342,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2343,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2344,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2345,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2346,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2347,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2348,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2349,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2350,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2351,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2352,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2353,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2354,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2355,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2356,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2357,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2358,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2359,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2360,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2361,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2362,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2363,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2364,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2365,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2366,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2367,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2368,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2369,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2370,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2371,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2372,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2373,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2374,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2375,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2376,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2377,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2378,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2379,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2380,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2381,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2382,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2383,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2384,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2385,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2386,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2387,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2388,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2389,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2390,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2391,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2392,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2393,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2394,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2395,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2396,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2397,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2398,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2399,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2400,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2401,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2402,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2403,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2404,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2405,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2406,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2407,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2408,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2409,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2410,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2411,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2412,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2413,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2414,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2415,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2416,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2417,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2418,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2419,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2420,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2421,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2422,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2423,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2424,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2425,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2426,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2427,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2428,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2429,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2430,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2431,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2432,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2433,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2434,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2435,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2436,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2437,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS2438,Ｑｕａｎｔｏ匯率牛熊商品~３個月,"=""""",,"=""""",,,,,,,,0,0,0
