覆核狀態,SI代碼,SI名稱,開始受理贖回日,固定配息率,固定配息期間,浮動配息率,幣轉,連結標的,CNR分配率,銀行收益率,計績檔次,股債類型,保本率,最低申購金額,申購單位金額
已覆核,23WMSD0419,六個月美金固定配息匯率型１７１,"=""""",,"=""""",,,,,,,,100,50000,10000
已覆核,23WMSD0421,六個月美金固定配息匯率型１７２,"=""""",,"=""""",,,,,,,,100,10000,10000
已覆核,23WMSD0529,測試,"=""""",,"=""""",,,,,,,,100,50000,10000
已覆核,23WMSD9610,高資產測試純不保本,"=""""",,"=""""",,,,,,,債券型,0,10000,10000
已覆核,23WMSD9901,Matrix測試1,"=""2023-07-01 00:00:00.0""",,"=""""",,,EURUSD,,,,債券型,,,
已覆核,24WMSD0098,套表測試,"=""""",,"=""""",,,,,,,債券型,0,10000,10000
已覆核,24WMSD0099,套表測試,"=""""",,"=""""",,,,,,,債券型,0,10000,10000
已覆核,44WMSD0001,雙星步步高４４十年美金利率型,"=""""",,"=""""",,,,,,,股票型,,100000,1000
已覆核,44WMSD0002,雙星步步高４４十年美金利率型,"=""""",,"=""""",,,,,,,股票型,,100000,1000
已覆核,44WMSD0003,雙星步步高４４十年美金利率型,"=""""",,"=""""",,,,,,,股票型,,100000,1000
已覆核,44WMSD0004,雙星步步高４４十年美金利率型,"=""""",,"=""""",,,,,,,股票型,,100000,1000
已覆核,72WMSD1045,二個月美金固定配息匯率型１０９,"=""""",,"=""""",,,,,,,,,10000,
已覆核,88WMSD0000,高資產測試用,"=""""",,"=""""",,,,,,,,70,10000,0
已覆核,88WMSD0001,高資產測試用,"=""""",,"=""""",,,,,,,,80,10000,0
已覆核,88WMSD0002,高資產測試用,"=""""",,"=""""",,,,,,,,80,10000,0
已覆核,88WMSD0003,高資產測試一,"=""""",,"=""""",,,,,,,,80,10000,0
已覆核,88WMSD0004,高資產測試用,"=""""",,"=""""",,,,,,,,100,10000,0
已覆核,88WMSD0005,高資產測試一,"=""""",,"=""""",,,,,,,,80,10000,0
已覆核,88WMSD0006,高資產測試一,"=""""",,"=""""",,,,,,,,100,10000,0
已覆核,88WMSD0008,刷卡測試用,"=""""",,"=""""",,,,,,,,100,10000,0
已覆核,92WMSD1020,測試,"=""""",,"=""""",,,,,,,債券型,3,1000,1000
已覆核,99WMSD0001,測試非專投一,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD0002,高資產非專測試,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD0003,高資產非專二,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD0004,高資產專投一,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD0005,高資產專投二,"=""""",,"=""""",,,,,,,債券型,70,1000,1000
已覆核,99WMSD0006,高資產測試一,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD0007,高資產測試二,"=""""",,"=""""",,,,,,,債券型,0,1000,1000
已覆核,99WMSD0009,組合式測試套表一,"=""""",,"=""""",,,,,,,債券型,100.3,1000,1000
已覆核,99WMSD1001,投組適配測試一,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD1002,投組適配測試二,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD1003,投組適配測試三,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD1004,投組適配測試四,"=""""",,"=""""",,,,,,,債券型,100,1000,1000
已覆核,99WMSD9999,測試申購不起息,"=""""",,"=""""",,,,,,,債券型,,1000,1000
已覆核,TEST,SITEST,"=""2023-06-01 00:00:00.0""",,"=""""",,,,,,,債券型,5,10000,10000
已覆核,TEST01,測試SI01,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST02,測試SI02,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST03,測試SI03,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST04,測試SI04,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST05,測試SI05,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST06,測試SI06,"=""""",,"=""""",,,,,,,債券型,90,50000,10000
已覆核,TEST07,測試SI07,"=""2016-09-30 00:00:00.0""",,"=""""",,,222;3333;444,,,,債券型,90,50000,10000
已覆核,TEST08,測試SI08,"=""""",,"=""""",,,,,,,債券型,0,100000,10000
已覆核,TEST09,測試SI09,"=""2016-09-30 00:00:00.0""",,"=""""",,,222;3333;444,,,,債券型,100,,
已覆核,TEST10,測試SI10,"=""2023-06-20 00:00:00.0""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST11,測試SI11,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST12,測試SI12,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST13,測試SI13,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST14,測試SI14,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST15,測試SI15,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST16,測試SI16,"=""""",,"=""""",,,,,,,債券型,100,50000,10000
已覆核,TEST17,測試SI17,"=""""",,"=""""",,,,,,,債券型,90,50000,10000
已覆核,TESTSI,GG,"=""""",,"=""""",,,,,,,股票型,,100000,1000
已覆核,WMSD090801,安和樂利６,"=""""",,"=""""",,,,,,,,,10000,
已覆核,WMSD090802,美利境界２７,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD090901,美利境界２８,"=""""",,"=""""",,,,,,,,0,100000,0
已覆核,WMSD090903,美利境界３０,"=""""",,"=""""",,,,,,,,,100000,
已覆核,WMSD091001,美利境界３１,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091002,安和樂利７,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091101,美利境界３２,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091102,雙星優利,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091103,安和樂利８,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091104,安和樂利９,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091105,安和樂利１０,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091106,安和樂利１１,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091107,安和樂利１１（ＯＢＵ）,"=""""",,"=""""",,,,,,,,,10000,
已覆核,WMSD091201,石油尖兵,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD091202,石油尖兵（ＯＢＵ）,"=""""",,"=""""",,,,,,,,,10000,
已覆核,WMSD100103,安和樂利十二,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD100307,石油尖兵二,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD100601,澳利發發６（ＤＢＵ）,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD100605,澳利發發７（ＤＢＵ）,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD101005,雙星步步高６十年美金利率型,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD110403,安和樂利３３十年美金利率型,"=""""",,"=""""",,,,,,,,0,300000,0
已覆核,WMSD110601,優利步步高７十年美金利率型,"=""""",,"=""""",,,,,,,,0,30000,0
已覆核,WMSD110807,優利步步高１３十年澳幣利率型,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD110813,優利步步高１２十年澳幣利率型,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD111103,美利發發２一年美金利率型,"=""""",,"=""""",,,,,,,,0,100000,0
已覆核,WMSD111111,雙星步步高４３十年澳幣利率型,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD111113,雙星步步高４４十年美金利率型,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD120206,優利步步高１５十年美金利率型,"=""""",,"=""""",,,,,,,,0,10000,0
已覆核,WMSD121111,石油雙贏６一年美金商品型,"=""""",,"=""""",,,,,,,,0,30000,0
已覆核,WMSD121211,礦業雙贏１５一年美金股權型,"=""""",,"=""""",,,,,,,,0,30000,0
已覆核,WMSD130114,黃金雙贏３一年美金股權型,"=""""",,"=""""",,,,,,,,0,30000,0
已覆核,WMSD130122,礦業雙贏２２一年美金股權型,"=""""",,"=""""",,,,,,,,0,30000,0
已覆核,WMSD130203,雙星步步高９２十年澳幣利率型,"=""""",,"=""""",,,,,,,,0,30000,0
已覆核,WMSD130215,匯得利５一年南非幣匯率型,"=""""",,"=""""",,,,,,,,0,100000,0
已覆核,WMSD209901,100%保本型商品測試,"=""""",,"=""""",,,,,,,,1,1000,
已覆核,WMSD210001,不保本新台幣固定配息股權型２４,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD210002,不保本新台幣固定配息股權型２５,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD210003,不保本新台幣固定配息股權型２６,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD210004,不保本新台幣固定配息股權型２７,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD210005,不保本新台幣固定配息股權型２８,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD210006,不保本新台幣固定配息股權型２９,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD210007,不保本新台幣固定配息股權型３０,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD210008,不保本新台幣固定配息股權型３１,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD220001,不保本新台幣固定配息股權型３２,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD220002,不保本新台幣固定配息股權型３３,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD220003,不保本新台幣固定配息股權型３４,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD220004,不保本新台幣固定配息股權型３５,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD220005,不保本新台幣固定配息股權型３６,"=""""",,"=""""",,,,,,,,0,3000000,1
已覆核,WMSD229901,測試套表,"=""2022-01-21 00:00:00.0""",,"=""""",,,,,,,債券型,,1,1
已覆核,WMSD815001,１０年期美元計價雙匯區間增利商品,"=""""",,"=""""",,,,,,,,0,100000,0
已覆核,WMSD815002,１０年期美元計價雙匯區間增利商品,"=""""",,"=""""",,,,,,,,0,100000,0
已覆核,WMSD815003,１０年期美元計價雙匯區間增利商品,"=""""",,"=""""",,,,,,,,0,100000,0
已覆核,WMSD815004,１０年期美元計價雙匯區間增利商品,"=""""",,"=""""",,,,,,,,0,100000,0
已覆核,WMSD815005,七年期南非幣計價利率連結結構型商,"=""""",,"=""""",,,,,,,,100,150000,0
已覆核,WMSD815006,十年期南非幣計價利率連結結構型商,"=""""",,"=""""",,,,,,,,100,100000,0
已覆核,WMSD815007,十年期南非幣計價利率連結結構型商,"=""""",,"=""""",,,,,,,,100,100000,0
已覆核,WMSD815008,十年期南非幣計價利率連結結構型商,"=""""",,"=""""",,,,,,,,100,100000,0
已覆核,WMSD815009,一年期美元計價股價選擇權連結結構,"=""""",,"=""""",,,,,,,,0,50000,0
已覆核,WMSD815010,一年期美元計價股價選擇權連結結構,"=""""",,"=""""",,,,,,,,0,50000,0
已覆核,WMSD815011,一年期美元計價股價選擇權連結結構,"=""""",,"=""""",,,,,,,,0,50000,0
已覆核,WMSD815012,一年期美元計價股價選擇權連結結構,"=""""",,"=""""",,,,,,,,0,50000,0
已覆核,WMSD815013,一年期美元計價股價選擇權連結結構,"=""""",,"=""""",,,,,,,,0,50000,0
已覆核,WMSD815014,一年期美元計價股價選擇權連結結構,"=""""",,"=""""",,,,,,,,0,50000,0
已覆核,WMSD815015,一年期美元計價匯率連結結構型商品,"=""""",,"=""""",,,,,,,,100,20000,0
已覆核,WMSD815016,一年期美元計價匯率連結結構型商品,"=""""",,"=""""",,,,,,,,100,20000,0
已覆核,WMSDJS0001,上限型匯率牛熊商品~３個月期人民,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0002,上限型匯率牛熊商品~３個月期人民,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0003,上限型匯率牛熊商品~３個月期人民,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0004,上限型匯率牛熊商品~３個月期人民,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0005,上限型匯率牛熊商品~３個月期人民,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0006,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0007,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0008,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0009,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0010,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0011,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0012,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0013,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0014,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0015,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0016,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0017,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0018,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0019,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0020,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0021,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0022,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0023,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0024,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0025,上限型匯率牛熊商品~３個月期新台,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0026,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0027,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0028,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0029,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0030,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0031,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0032,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0033,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0034,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0035,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0036,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0037,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0038,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0039,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0040,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0041,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0042,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0043,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0044,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0045,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0046,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0047,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0048,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0049,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0050,上限型匯率牛熊商品~３個月期美元,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0051,界限型雙元貨幣高收益商品~１個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0052,界限型雙元貨幣高收益商品~１個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0053,界限型雙元貨幣高收益商品~１個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0054,界限型雙元貨幣高收益商品~１個月,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0055,觸及到期型雙元貨幣高收益商品~１,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0056,收益折現型雙元貨幣商品~７天期南,"=""""",,"=""""",,,,,,,,70,0,0
已覆核,WMSDJS0057,多空雙贏型 １個月期新台幣計價Ｇ,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0058,多空雙贏型 １個月期美元計價ＧＢ,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0059,多空雙贏型 ３個月期美元計價ＧＢ,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0060,多空雙贏型 ３個月期美元計價ＵＳ,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0061,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0062,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0063,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0064,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0065,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0066,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0067,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0068,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0069,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0070,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0071,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0072,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0073,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0074,匯率盛利牛熊商品~７天期澳幣計價,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0075,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0076,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0077,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0078,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0079,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0080,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0081,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0082,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0083,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0084,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0085,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0086,匯率盛利牛熊商品~３個月期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0087,匯率盛利牛熊商品~３個月期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0088,匯率盛利牛熊商品~３個月期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0089,匯率盛利牛熊商品~３個月期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0090,匯率盛利牛熊商品~３個月期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0091,匯率盛利牛熊商品~３個月期英鎊計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0092,匯率盛利牛熊商品~３個月期英鎊計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0093,匯率盛利牛熊商品~３個月期英鎊計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0094,匯率盛利牛熊商品~３個月期英鎊計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0095,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0096,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0097,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0098,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0099,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0100,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0101,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0102,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0103,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0104,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0105,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0106,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0107,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0108,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0109,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0110,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0111,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0112,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0113,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0114,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0115,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0116,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0117,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0118,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0119,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0120,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0121,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0122,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0123,匯率盛利牛熊商品~３個月期美元計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0124,匯率盛利牛熊商品~３個月期南非幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0125,保本型匯率牛熊商品~１年期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0126,保本型匯率牛熊商品~１年期澳幣計,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0127,保本型匯率牛熊商品~１年期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0128,保本型匯率牛熊商品~１年期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0129,保本型匯率牛熊商品~１年期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0130,保本型匯率牛熊商品~１年期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0131,保本型匯率牛熊商品~１年期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0132,保本型匯率牛熊商品~１年期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
已覆核,WMSDJS0133,保本型匯率牛熊商品~１年期人民幣,"=""""",,"=""""",,,,,,,,0,0,0
